sleep_ts,step_count,heart_rate,current_activity_type_intensity,stress_level_value,sleep_level,resting_heart_rate
03/06/2024 00:00,0,103,0,17,0,0
03/06/2024 00:05,0,107,136,17,0,0
03/06/2024 00:10,104,98,102,16,0,0
03/06/2024 00:15,113,101,6,-1,0,0
03/06/2024 00:20,0,97,0,-1,0,0
03/06/2024 00:25,184,95,102,-1,0,0
03/06/2024 00:30,0,97,0,-1,0,0
03/06/2024 00:35,0,100,0,-1,0,0
03/06/2024 00:40,0,102,0,33,0,0
03/06/2024 00:45,0,103,0,30,0,0
03/06/2024 00:50,0,104,0,30,0,0
03/06/2024 00:55,0,120,0,30,0,0
03/06/2024 01:00,0,112,8,36,0,0
03/06/2024 01:05,0,120,224,-1,0,0
03/06/2024 01:10,10698,109,134,-1,0,0
03/06/2024 01:15,0,107,8,-1,0,0
03/06/2024 01:20,0,105,104,-1,0,0
03/06/2024 01:25,0,101,136,-1,0,0
03/06/2024 01:30,645,86,134,-1,0,0
03/06/2024 01:35,7500,101,102,-1,0,0
03/06/2024 01:40,0,89,8,-1,0,0
03/06/2024 01:45,7519,95,136,-1,0,0
03/06/2024 01:50,670,96,38,-1,0,0
03/06/2024 01:55,0,96,40,-1,0,0
03/06/2024 02:00,84,83,129,-1,0,0
03/06/2024 02:05,684,81,104,-1,0,0
03/06/2024 02:10,10748,89,134,-1,0,0
03/06/2024 02:15,0,97,0,-1,0,0
03/06/2024 02:20,10780,100,70,-1,0,0
03/06/2024 02:25,0,101,104,19,0,0
03/06/2024 02:30,10795,103,70,24,0,0
03/06/2024 02:35,0,104,136,24,0,0
03/06/2024 02:40,0,106,192,16,0,0
03/06/2024 02:45,977,104,104,32,0,0
03/06/2024 02:50,1025,110,70,-1,0,0
03/06/2024 02:55,0,108,104,18,0,0
03/06/2024 03:00,0,106,0,14,0,0
03/06/2024 03:05,0,104,8,17,0,0
03/06/2024 03:10,0,91,0,17,0,0
03/06/2024 03:15,0,102,0,17,0,0
03/06/2024 03:20,0,102,0,17,0,0
03/06/2024 03:25,0,101,8,36,0,0
03/06/2024 03:30,0,97,104,52,0,0
03/06/2024 03:35,0,95,0,-1,0,0
03/06/2024 03:40,0,97,104,13,0,0
03/06/2024 03:45,0,94,0,8,0,0
03/06/2024 03:50,0,101,8,7,0,0
03/06/2024 03:55,0,99,136,12,0,0
03/06/2024 04:00,0,102,0,17,0,0
03/06/2024 04:05,0,101,8,15,0,0
03/06/2024 04:10,0,102,0,19,0,0
03/06/2024 04:15,0,100,104,19,0,0
03/06/2024 04:20,0,114,0,21,0,0
03/06/2024 04:25,2054,115,104,-1,0,0
03/06/2024 04:30,0,105,168,-1,0,0
03/06/2024 04:35,0,106,0,-1,0,0
03/06/2024 04:40,0,92,104,-1,0,0
03/06/2024 04:45,0,81,104,-1,0,0
