sleep_ts,step_count,heart_rate,current_activity_type_intensity,stress_level_value,sleep_level,resting_heart_rate
11/03/2024 00:00,7972,0,8,79,0,61
11/03/2024 00:05,0,68,72,94,0,0
11/03/2024 00:10,7737,66,102,84,0,0
11/03/2024 00:15,0,103,136,85,0,0
11/03/2024 00:20,0,110,0,91,0,0
11/03/2024 00:25,0,102,128,-2,1,0
11/03/2024 00:30,7747,117,6,-2,1,0
11/03/2024 00:35,0,124,0,93,0,0
11/03/2024 00:40,0,129,0,89,0,0
11/03/2024 00:45,0,119,128,87,0,0
11/03/2024 00:50,0,117,0,96,0,0
11/03/2024 00:55,0,110,0,-2,0,0
11/03/2024 01:00,95,107,102,97,1,0
11/03/2024 01:05,0,113,0,33,0,0
11/03/2024 01:10,120,115,168,64,0,0
11/03/2024 01:15,169,108,70,93,0,0
11/03/2024 01:20,0,106,168,36,0,0
11/03/2024 01:25,0,117,192,41,0,0
11/03/2024 01:30,768,122,136,39,0,0
11/03/2024 01:35,0,125,136,49,0,0
11/03/2024 01:40,0,116,136,86,0,0
11/03/2024 01:45,0,121,200,51,0,0
11/03/2024 01:50,258,130,136,-1,0,0
11/03/2024 01:55,0,117,128,-1,0,0
11/03/2024 02:00,182,105,136,-1,0,0
11/03/2024 02:05,0,113,8,29,0,0
11/03/2024 02:10,0,139,0,36,0,0
11/03/2024 02:15,208,135,160,30,0,0
11/03/2024 02:20,0,116,96,31,0,0
11/03/2024 02:25,223,95,104,30,0,0
11/03/2024 02:30,0,100,192,-1,0,0
11/03/2024 02:35,0,93,160,30,0,0
11/03/2024 02:40,273,82,224,31,0,0
11/03/2024 02:45,94,90,160,30,0,0
11/03/2024 02:50,0,81,136,42,0,0
11/03/2024 02:55,0,86,8,33,0,0
11/03/2024 03:00,0,85,192,22,0,0
11/03/2024 03:05,134,83,72,53,0,0
11/03/2024 03:10,333,104,8,-1,0,64
11/03/2024 03:15,0,110,8,24,0,0
11/03/2024 03:20,318,98,72,20,0,0
11/03/2024 03:25,0,101,168,21,0,0
11/03/2024 03:30,0,77,40,-1,0,0
11/03/2024 03:35,0,81,136,16,0,0
11/03/2024 03:40,0,81,8,18,0,0
11/03/2024 03:45,0,87,168,14,0,0
11/03/2024 03:50,0,82,168,21,0,0
11/03/2024 03:55,0,80,0,-1,0,0
11/03/2024 04:00,0,84,0,25,0,0
11/03/2024 04:05,0,82,104,24,0,0
11/03/2024 04:10,0,83,0,33,0,0
11/03/2024 04:15,0,82,136,70,0,0
11/03/2024 04:20,0,83,136,18,0,0
11/03/2024 04:25,0,80,0,14,0,0
11/03/2024 04:30,0,81,128,23,0,0
11/03/2024 04:35,0,82,72,22,0,0
11/03/2024 04:40,0,81,0,22,0,0
11/03/2024 04:45,0,80,168,-1,0,0
11/03/2024 04:50,0,91,0,21,0,0
11/03/2024 04:55,0,94,104,14,0,0
11/03/2024 05:00,333,104,128,16,0,0
11/03/2024 05:05,2999,105,70,17,0,0
11/03/2024 05:10,0,101,136,12,0,0
11/03/2024 05:15,0,101,128,19,0,0
11/03/2024 05:20,177,100,136,10,0,0
11/03/2024 05:25,0,101,0,14,0,0
11/03/2024 05:30,0,82,0,18,0,0
11/03/2024 05:35,0,92,0,21,0,0
11/03/2024 05:40,0,95,0,20,0,0
11/03/2024 05:45,0,98,8,13,0,0
11/03/2024 05:50,0,102,136,4,0,0
11/03/2024 05:55,0,94,0,11,0,0
11/03/2024 06:00,0,94,0,18,0,0
11/03/2024 06:05,0,107,8,22,0,0
11/03/2024 06:10,0,106,0,22,0,0
11/03/2024 06:15,0,101,168,14,0,0
11/03/2024 06:20,0,102,0,9,0,0
11/03/2024 06:25,0,107,0,9,0,0
11/03/2024 06:30,0,104,104,6,0,0
11/03/2024 06:35,5619,89,192,6,0,0
11/03/2024 06:40,0,103,136,12,0,0
11/03/2024 06:45,0,106,0,21,0,0
11/03/2024 06:50,0,99,104,23,0,0
11/03/2024 06:55,0,88,0,22,0,0
11/03/2024 07:00,0,100,0,19,0,0
11/03/2024 07:05,0,100,8,22,0,0
11/03/2024 07:10,0,105,0,20,0,0
11/03/2024 07:15,0,95,136,15,0,0
11/03/2024 07:20,0,94,0,14,0,0
11/03/2024 07:25,0,87,0,21,0,0
11/03/2024 07:30,0,96,0,21,0,0
11/03/2024 07:35,211,89,38,15,0,0
11/03/2024 07:40,0,74,104,3,0,0
11/03/2024 07:45,0,75,40,7,0,0
11/03/2024 07:50,0,75,0,13,0,0
11/03/2024 07:55,0,80,0,19,0,0
11/03/2024 08:00,0,95,0,11,0,0
11/03/2024 08:05,219,96,70,25,0,0
11/03/2024 08:10,6156,95,136,12,0,0
11/03/2024 08:15,0,98,0,3,0,0
11/03/2024 08:20,0,99,0,17,0,0
11/03/2024 08:25,0,91,0,13,0,0
11/03/2024 08:30,0,96,0,16,0,0
11/03/2024 08:35,0,87,0,20,0,0
11/03/2024 08:40,0,85,0,17,0,0
11/03/2024 08:45,0,69,0,8,0,0
11/03/2024 08:50,231,88,70,15,0,0
11/03/2024 08:55,252,92,72,7,0,0
11/03/2024 09:00,0,102,8,1,0,0
11/03/2024 09:05,278,93,168,0,0,0
11/03/2024 09:10,0,109,104,3,0,0
11/03/2024 09:15,0,123,160,7,0,0
11/03/2024 09:20,0,158,104,6,0,0
11/03/2024 09:25,0,141,168,-2,1,0
11/03/2024 09:30,0,133,0,-2,1,0
11/03/2024 09:35,580,143,198,-2,1,0
11/03/2024 09:40,60,135,193,-2,0,0
11/03/2024 09:45,0,119,0,-1,0,0
11/03/2024 09:50,0,129,0,-2,0,0
11/03/2024 09:55,0,131,192,-2,0,0
11/03/2024 10:00,0,134,0,-1,0,0
11/03/2024 10:05,896,132,102,-1,0,0
11/03/2024 10:10,591,128,70,-1,0,0
11/03/2024 10:15,0,116,168,-2,1,0
11/03/2024 10:20,621,118,168,-2,1,0
11/03/2024 10:25,0,113,0,96,1,0
11/03/2024 10:30,0,128,0,-2,1,0
11/03/2024 10:35,0,117,160,-2,1,0
11/03/2024 10:40,635,137,38,-2,1,0
11/03/2024 10:45,0,132,0,-2,1,0
11/03/2024 10:50,7130,135,192,-2,1,0
11/03/2024 10:55,699,119,38,-1,1,0
11/03/2024 11:00,0,115,192,-1,1,0
11/03/2024 11:05,0,65,168,-1,0,0
11/03/2024 11:10,0,113,136,-2,0,0
11/03/2024 11:15,0,112,168,-2,0,0
11/03/2024 11:20,816,110,38,78,0,0
11/03/2024 11:25,0,113,104,68,1,0
11/03/2024 11:30,7225,122,168,84,0,0
11/03/2024 11:35,882,104,134,76,0,0
11/03/2024 11:40,0,106,136,87,1,0
11/03/2024 11:45,0,108,0,88,1,0
11/03/2024 11:50,0,107,96,-2,1,0
11/03/2024 11:55,0,67,0,-2,1,0
11/03/2024 12:00,0,106,0,-2,1,0
11/03/2024 12:05,1701,105,70,78,0,0
11/03/2024 12:10,0,107,136,78,0,0
11/03/2024 12:15,0,102,136,74,0,0
11/03/2024 12:20,2177,101,70,80,0,0
11/03/2024 12:25,0,101,136,80,1,0
11/03/2024 12:30,0,103,168,-2,0,0
11/03/2024 12:35,0,103,0,77,1,0
11/03/2024 12:40,2236,102,104,60,0,0
11/03/2024 12:45,0,100,8,72,0,0
11/03/2024 12:50,0,100,136,80,0,0
11/03/2024 12:55,0,94,136,62,0,0
11/03/2024 13:00,0,93,136,61,0,0
11/03/2024 13:05,0,102,8,71,0,0
11/03/2024 13:10,7297,119,136,76,0,0
11/03/2024 13:15,0,112,160,82,0,0
11/03/2024 13:20,0,89,136,93,0,0
11/03/2024 13:25,0,91,0,86,0,0
11/03/2024 13:30,0,92,200,-2,0,0
11/03/2024 13:35,0,90,168,66,0,0
11/03/2024 13:40,0,116,104,-2,1,0
11/03/2024 13:45,0,119,200,85,1,0
11/03/2024 13:50,0,109,136,82,1,0
11/03/2024 13:55,367,106,136,70,0,0
11/03/2024 14:00,0,109,160,63,0,0
11/03/2024 14:05,0,114,136,79,0,0
11/03/2024 14:10,0,111,0,78,0,0
11/03/2024 14:15,4757,114,160,80,0,0
11/03/2024 14:20,0,123,72,87,1,0
11/03/2024 14:25,0,119,0,-2,1,0
11/03/2024 14:30,0,104,136,42,0,0
11/03/2024 14:35,0,108,104,51,0,0
11/03/2024 14:40,0,123,0,47,0,0
11/03/2024 14:45,0,122,8,66,0,0
11/03/2024 14:50,376,128,6,63,0,0
11/03/2024 14:55,0,132,136,57,1,0
11/03/2024 15:00,0,64,168,69,0,0
11/03/2024 15:05,0,64,0,81,1,0
11/03/2024 15:10,0,68,168,75,1,0
11/03/2024 15:15,0,65,168,71,1,0
11/03/2024 15:20,0,66,200,72,0,0
11/03/2024 15:25,0,66,72,67,1,0
11/03/2024 15:30,0,65,0,-2,1,0
11/03/2024 15:35,0,64,0,57,0,0
11/03/2024 15:40,0,66,136,-2,1,0
11/03/2024 15:45,0,64,0,-2,1,0
11/03/2024 15:50,0,90,0,-2,1,0
11/03/2024 15:55,0,88,200,51,0,0
11/03/2024 16:00,0,116,0,36,0,0
11/03/2024 16:05,0,118,40,51,0,0
11/03/2024 16:10,0,133,72,45,0,0
11/03/2024 16:15,0,130,136,62,1,0
11/03/2024 16:20,0,123,0,60,0,0
11/03/2024 16:25,0,104,0,61,0,0
11/03/2024 16:30,0,103,96,56,0,0
11/03/2024 16:35,0,101,136,37,0,0
11/03/2024 16:40,0,104,136,38,0,0
11/03/2024 16:45,155,100,104,39,0,0
11/03/2024 16:50,0,96,40,39,0,0
11/03/2024 16:55,0,93,72,49,0,0
11/03/2024 17:00,0,92,136,-2,1,0
11/03/2024 17:05,0,93,0,-2,1,0
11/03/2024 17:10,4113,90,136,75,0,0
11/03/2024 17:15,0,89,168,-2,1,0
11/03/2024 17:20,0,88,0,-2,1,0
11/03/2024 17:25,0,90,104,-1,0,0
11/03/2024 17:30,0,96,104,-1,0,0
11/03/2024 17:35,4166,98,136,20,0,0
11/03/2024 17:40,0,98,8,18,0,0
11/03/2024 17:45,0,110,104,12,0,0
11/03/2024 17:50,0,96,8,18,0,0
11/03/2024 17:55,0,111,136,15,0,0
11/03/2024 18:00,0,108,192,25,0,0
11/03/2024 18:05,5102,93,136,-2,1,0
11/03/2024 18:10,161,112,232,19,0,0
11/03/2024 18:15,7875,121,8,39,0,0
11/03/2024 18:20,5465,120,200,-2,0,0
11/03/2024 18:25,0,101,168,58,0,0
11/03/2024 18:30,5506,83,38,63,0,0
