sleep_ts,step_count,heart_rate,current_activity_type_intensity,stress_level_value,sleep_level,resting_heart_rate
04/12/2023 00:05,1052,0,38,0,0,0
04/12/2023 00:10,1052,0,38,0,0,0
04/12/2023 00:15,3775,0,161,0,0,0
04/12/2023 00:20,1099,0,6,0,0,0
04/12/2023 00:25,0,182,0,0,0,0
04/12/2023 00:30,0,182,0,0,0,0
04/12/2023 00:35,1149,0,102,0,0,0
04/12/2023 00:40,1149,0,102,0,0,0
04/12/2023 00:45,5832,0,161,0,0,0
04/12/2023 00:50,1169,0,6,0,0,0
04/12/2023 00:55,0,0,0,0,0,0
04/12/2023 01:00,0,0,0,0,0,0
04/12/2023 01:05,1197,0,70,0,0,0
04/12/2023 01:10,7342,0,161,0,0,0
04/12/2023 01:15,7521,111,161,0,0,0
04/12/2023 01:20,0,0,0,0,0,0
04/12/2023 01:25,0,0,0,0,0,0
04/12/2023 01:30,1259,170,102,0,0,0
04/12/2023 01:35,1259,170,102,0,0,0
04/12/2023 01:40,1259,170,102,0,0,0
04/12/2023 01:45,0,0,0,0,0,0
04/12/2023 01:50,9158,0,161,0,0,0
04/12/2023 01:55,437,0,38,0,0,0
04/12/2023 02:00,0,0,32,0,0,0
04/12/2023 02:05,0,0,0,0,0,0
04/12/2023 02:10,0,0,0,0,0,0
04/12/2023 02:15,451,83,70,0,0,0
04/12/2023 02:20,451,83,70,0,0,0
04/12/2023 02:25,504,0,70,0,0,0
04/12/2023 02:30,0,0,0,0,0,0
04/12/2023 02:35,1274,0,70,0,0,0
04/12/2023 02:40,1274,0,70,0,0,0
04/12/2023 02:45,0,0,0,0,0,0
04/12/2023 02:50,1398,0,38,0,0,0
04/12/2023 02:55,1398,0,38,0,0,0
04/12/2023 03:00,0,0,160,0,0,0
04/12/2023 03:05,0,0,0,0,0,0
04/12/2023 03:10,1483,0,38,0,0,0
04/12/2023 03:15,0,0,0,0,0,0
04/12/2023 03:20,0,0,0,0,0,0
04/12/2023 03:25,0,0,0,0,0,0
04/12/2023 03:30,1782,0,102,0,0,0
04/12/2023 03:35,0,78,0,0,0,0
04/12/2023 03:40,0,78,0,0,0,0
04/12/2023 03:45,1881,0,70,0,0,0
04/12/2023 03:50,1881,0,70,0,0,0
04/12/2023 03:55,1881,0,70,0,0,0
04/12/2023 04:00,1987,0,38,0,0,0
04/12/2023 04:05,1987,0,38,0,0,0
04/12/2023 04:10,2006,0,102,0,0,0
04/12/2023 04:15,2006,0,102,0,0,0
04/12/2023 04:20,18595,0,161,0,0,0
04/12/2023 04:25,18595,0,161,0,0,0
04/12/2023 04:30,2230,0,102,0,0,0
04/12/2023 04:35,918,0,38,0,0,0
04/12/2023 04:40,918,0,38,0,0,0
04/12/2023 04:45,2301,0,70,0,0,0
04/12/2023 04:50,2301,0,70,0,0,0
04/12/2023 04:55,2301,0,70,0,0,0
04/12/2023 05:00,2397,0,70,0,0,0
04/12/2023 05:05,2397,0,70,0,0,0
04/12/2023 05:10,2437,0,134,0,0,0
04/12/2023 05:15,0,0,0,0,0,0
04/12/2023 05:20,0,0,0,0,0,0
04/12/2023 05:25,0,0,0,0,0,0
04/12/2023 05:30,2501,0,70,0,0,0
04/12/2023 05:35,2501,0,70,0,0,0
04/12/2023 05:40,2514,0,70,0,0,0
04/12/2023 05:45,2514,0,70,0,0,0
04/12/2023 05:50,2514,0,70,0,0,0
04/12/2023 05:55,2514,0,70,0,0,0
04/12/2023 06:00,2514,0,70,0,0,0
04/12/2023 06:05,2514,0,70,0,0,0
04/12/2023 06:10,2514,0,70,0,0,0
04/12/2023 06:15,2514,0,70,0,0,0
04/12/2023 06:20,2514,0,70,0,0,0
04/12/2023 06:25,2514,0,70,0,0,0
04/12/2023 06:30,2514,0,70,0,0,0
04/12/2023 06:35,2514,0,70,0,0,0
04/12/2023 06:40,2514,0,70,0,0,0
04/12/2023 06:45,2514,0,70,0,0,0
04/12/2023 06:50,2514,0,70,0,0,0
04/12/2023 06:55,2514,0,70,0,0,0
04/12/2023 07:00,0,0,0,0,0,0
04/12/2023 07:05,0,0,0,0,0,0
04/12/2023 07:10,0,0,0,0,0,0
04/12/2023 07:15,0,0,0,0,0,0
04/12/2023 07:20,0,0,0,0,0,0
04/12/2023 07:25,0,0,0,0,0,0
04/12/2023 07:30,0,0,0,0,0,0
04/12/2023 07:35,0,0,0,0,0,0
04/12/2023 07:40,0,0,0,0,0,0
04/12/2023 07:45,0,0,0,0,0,0
04/12/2023 07:50,0,0,0,0,0,0
04/12/2023 07:55,0,0,0,0,0,0
04/12/2023 08:00,0,0,0,0,0,0
04/12/2023 08:05,0,0,0,0,0,0
04/12/2023 08:10,0,0,0,0,0,0
04/12/2023 08:15,0,0,0,0,0,0
04/12/2023 08:20,0,0,0,0,0,0
04/12/2023 08:25,0,0,0,0,0,0
04/12/2023 08:30,0,0,0,0,0,0
04/12/2023 08:35,0,0,0,0,0,0
04/12/2023 08:40,0,0,0,0,0,0
04/12/2023 08:45,0,0,0,0,0,0
04/12/2023 08:50,0,0,0,0,0,0
04/12/2023 08:55,0,0,0,0,0,0
04/12/2023 09:00,0,0,0,0,0,0
04/12/2023 09:05,0,0,0,0,0,0
04/12/2023 09:10,0,0,0,0,0,0
04/12/2023 09:15,0,0,0,0,0,0
04/12/2023 09:20,0,128,0,0,0,0
04/12/2023 09:25,0,128,0,0,0,0
04/12/2023 09:30,0,128,0,0,0,0
04/12/2023 09:35,0,128,0,0,0,0
04/12/2023 09:40,0,128,0,0,0,0
