sleep_ts,step_count,heart_rate,current_activity_type_intensity,stress_level_value,sleep_level,resting_heart_rate
01/12/2023 00:00,901,0,40,4,0,69
01/12/2023 00:05,0,0,0,0,0,0
01/12/2023 00:10,0,0,0,0,0,0
01/12/2023 00:15,0,0,40,0,0,0
01/12/2023 00:20,0,0,0,1,0,0
01/12/2023 00:25,0,0,0,1,0,0
01/12/2023 00:30,0,0,0,3,0,0
01/12/2023 00:35,0,0,0,3,0,0
01/12/2023 00:40,0,0,0,6,0,0
01/12/2023 00:45,0,0,0,1,0,0
01/12/2023 00:50,0,0,104,1,0,0
01/12/2023 00:55,0,0,0,2,0,0
01/12/2023 01:00,0,0,0,2,0,0
01/12/2023 01:05,0,0,8,8,0,0
01/12/2023 01:10,0,0,0,1,0,0
01/12/2023 01:15,0,0,0,4,0,0
01/12/2023 01:20,0,0,0,2,0,0
01/12/2023 01:25,0,66,0,9,0,0
01/12/2023 01:30,0,77,104,1,0,0
01/12/2023 01:35,0,71,72,7,0,0
01/12/2023 01:40,0,74,104,9,0,0
01/12/2023 01:45,0,56,72,13,0,0
01/12/2023 01:50,0,58,136,9,0,0
01/12/2023 01:55,0,60,0,11,0,0
01/12/2023 02:00,0,59,0,9,0,0
01/12/2023 02:05,0,58,8,10,0,0
01/12/2023 02:10,0,59,0,14,0,0
01/12/2023 02:15,0,75,8,11,0,0
01/12/2023 02:20,0,78,0,11,0,0
01/12/2023 02:25,0,74,0,6,0,0
01/12/2023 02:30,0,80,0,16,0,0
01/12/2023 02:35,0,66,104,8,0,0
01/12/2023 02:40,0,66,0,6,0,0
01/12/2023 02:45,0,67,8,8,0,0
01/12/2023 02:50,0,77,104,5,0,0
01/12/2023 02:55,0,71,0,7,0,0
01/12/2023 03:00,0,69,40,7,0,0
01/12/2023 03:05,0,71,72,4,0,0
01/12/2023 03:10,0,67,72,4,0,0
01/12/2023 03:15,0,75,0,14,0,0
01/12/2023 03:20,0,82,0,12,0,0
01/12/2023 03:25,0,92,0,4,0,0
01/12/2023 03:30,0,87,0,5,0,0
01/12/2023 03:35,0,75,0,7,0,0
01/12/2023 03:40,0,91,0,9,0,0
01/12/2023 03:45,0,80,104,8,0,0
01/12/2023 03:50,56,88,104,3,0,0
01/12/2023 03:55,0,83,0,1,0,0
01/12/2023 04:00,0,77,0,5,0,0
01/12/2023 04:05,90,90,70,1,0,0
01/12/2023 04:10,0,62,0,3,0,0
01/12/2023 04:15,0,70,104,2,0,0
01/12/2023 04:20,0,66,104,2,0,0
01/12/2023 04:25,0,68,104,6,0,0
01/12/2023 04:30,0,77,40,2,0,0
01/12/2023 04:35,0,84,104,9,0,0
01/12/2023 04:40,0,80,104,5,0,0
01/12/2023 04:45,0,82,104,2,0,0
01/12/2023 04:50,0,79,8,1,0,0
01/12/2023 04:55,0,83,0,-1,0,0
01/12/2023 05:00,0,86,136,3,0,0
01/12/2023 05:05,0,79,8,7,0,0
01/12/2023 05:10,0,71,0,2,0,0
01/12/2023 05:15,0,69,0,1,0,0
01/12/2023 05:20,0,72,0,2,0,0
01/12/2023 05:25,0,76,0,1,0,0
01/12/2023 05:30,0,73,0,1,0,0
01/12/2023 05:35,0,90,0,4,0,0
01/12/2023 05:40,0,89,0,3,0,0
01/12/2023 05:45,0,62,0,3,0,0
01/12/2023 05:50,0,60,0,4,0,0
01/12/2023 05:55,0,61,0,6,0,0
01/12/2023 06:00,0,60,8,5,0,0
01/12/2023 06:05,0,61,168,4,0,0
01/12/2023 06:10,0,59,72,5,0,0
01/12/2023 06:15,0,62,104,6,0,0
01/12/2023 06:20,0,60,104,2,0,0
01/12/2023 06:25,12,63,104,-1,0,0
01/12/2023 06:30,0,60,168,84,1,0
01/12/2023 06:35,0,61,168,70,0,0
01/12/2023 06:40,0,61,136,84,0,0
01/12/2023 06:45,0,63,8,96,0,0
01/12/2023 06:50,0,63,0,-2,1,0
01/12/2023 06:55,0,67,8,87,0,0
01/12/2023 07:00,0,65,136,90,0,0
01/12/2023 07:05,0,65,0,70,0,0
01/12/2023 07:10,0,66,104,69,0,0
01/12/2023 07:15,0,64,8,72,0,0
01/12/2023 07:20,0,63,136,94,0,0
01/12/2023 07:25,0,64,168,84,0,0
01/12/2023 07:30,0,59,168,-2,1,0
01/12/2023 07:35,0,67,168,92,0,0
01/12/2023 07:40,0,85,168,84,1,0
01/12/2023 07:45,0,77,104,-2,1,0
01/12/2023 07:50,0,60,0,-1,1,0
01/12/2023 07:55,0,66,0,-2,1,0
01/12/2023 08:00,0,69,0,-2,1,0
01/12/2023 08:05,0,66,0,-1,1,0
01/12/2023 08:10,0,64,0,-1,0,0
01/12/2023 08:15,0,66,0,-1,0,0
01/12/2023 08:20,0,65,0,-1,0,0
01/12/2023 08:25,0,71,0,-2,1,0
01/12/2023 08:30,637,67,102,-2,1,0
01/12/2023 08:35,645,74,200,-2,0,0
01/12/2023 08:40,0,56,0,-2,1,0
01/12/2023 08:45,0,73,0,-1,0,0
01/12/2023 08:50,0,72,0,-2,1,0
01/12/2023 08:55,673,58,168,-1,0,0
01/12/2023 09:00,0,60,0,-1,0,0
01/12/2023 09:05,0,64,104,-1,0,0
01/12/2023 09:10,0,60,0,-1,0,0
01/12/2023 09:15,0,61,0,-1,0,0
01/12/2023 09:20,0,60,104,-1,0,0
01/12/2023 09:25,0,55,136,85,0,0
01/12/2023 09:30,0,63,104,-1,0,0
01/12/2023 09:35,0,63,72,76,0,0
01/12/2023 09:40,0,62,104,78,0,0
01/12/2023 09:45,0,59,136,78,0,0
01/12/2023 09:50,0,66,136,-1,0,0
01/12/2023 09:55,0,72,0,-1,0,0
01/12/2023 10:00,0,78,104,-1,0,0
01/12/2023 10:05,682,87,70,-1,0,0
01/12/2023 10:10,37,88,104,-1,0,0
01/12/2023 10:15,0,96,136,-1,0,0
01/12/2023 10:20,0,95,40,-1,0,0
01/12/2023 10:25,0,102,136,-1,0,0
01/12/2023 10:30,0,101,72,-1,0,0
01/12/2023 10:35,0,108,40,-1,0,0
01/12/2023 10:40,0,117,104,-1,0,0
01/12/2023 10:45,693,123,70,-1,0,0
01/12/2023 10:50,0,88,40,-2,1,0
01/12/2023 10:55,0,94,168,-1,0,0
01/12/2023 11:00,21,98,136,-2,1,0
01/12/2023 11:05,0,108,136,-1,0,0
01/12/2023 11:10,0,91,200,-2,1,0
01/12/2023 11:15,0,77,0,-2,0,0
01/12/2023 11:20,49,79,168,-1,0,0
01/12/2023 11:25,0,84,104,-1,1,0
01/12/2023 11:30,0,81,0,5,0,0
01/12/2023 11:35,0,98,104,-1,1,0
01/12/2023 11:40,0,109,104,3,0,0
01/12/2023 11:45,0,104,104,-1,0,0
01/12/2023 11:50,882,93,70,-2,1,0
01/12/2023 11:55,164,101,38,18,0,0
01/12/2023 12:00,0,92,104,-1,1,0
01/12/2023 12:05,0,111,136,-1,0,0
01/12/2023 12:10,0,102,8,78,0,0
01/12/2023 12:15,0,100,136,83,0,0
01/12/2023 12:20,0,95,136,-1,0,0
01/12/2023 12:25,0,102,136,-1,0,0
01/12/2023 12:30,0,100,168,-1,0,0
01/12/2023 12:35,0,138,0,-1,1,0
01/12/2023 12:40,0,129,104,-1,0,0
01/12/2023 12:45,0,128,0,-1,0,0
01/12/2023 12:50,0,140,0,-1,0,0
01/12/2023 12:55,716,156,104,-2,1,0
01/12/2023 13:00,0,158,0,83,0,0
01/12/2023 13:05,0,158,136,69,1,0
01/12/2023 13:10,0,157,168,-2,1,0
01/12/2023 13:15,12,164,70,-1,1,0
01/12/2023 13:20,0,165,0,81,0,0
01/12/2023 13:25,0,153,136,74,1,0
01/12/2023 13:30,0,147,168,83,1,0
01/12/2023 13:35,30,144,160,85,0,0
01/12/2023 13:40,0,109,0,-2,1,0
01/12/2023 13:45,0,113,0,-2,1,0
01/12/2023 13:50,1236,124,70,-2,1,0
01/12/2023 13:55,0,123,0,-2,1,0
01/12/2023 14:00,0,113,160,-2,1,0
01/12/2023 14:05,0,115,0,-2,1,0
01/12/2023 14:10,0,98,32,93,0,0
01/12/2023 14:15,6781,108,168,57,0,0
01/12/2023 14:20,119,110,104,70,0,0
01/12/2023 14:25,0,109,168,38,0,0
01/12/2023 14:30,6781,109,128,90,1,0
01/12/2023 14:35,0,119,72,75,0,0
01/12/2023 14:40,0,115,136,-2,1,0
01/12/2023 14:45,209,121,136,-2,1,0
01/12/2023 14:50,0,122,168,-2,0,0
01/12/2023 14:55,0,111,200,-2,1,0
01/12/2023 15:00,1830,108,200,72,1,0
01/12/2023 15:05,67,99,70,-1,0,0
01/12/2023 15:10,425,86,160,-1,0,0
01/12/2023 15:15,0,85,0,-1,0,0
01/12/2023 15:20,0,84,8,37,0,0
01/12/2023 15:25,0,90,136,-2,1,0
01/12/2023 15:30,0,91,168,87,0,0
01/12/2023 15:35,0,76,0,55,0,0
01/12/2023 15:40,0,75,200,-2,1,0
01/12/2023 15:45,0,78,168,51,0,0
01/12/2023 15:50,0,86,0,51,0,0
01/12/2023 15:55,0,92,168,26,0,0
01/12/2023 16:00,1911,84,70,17,0,0
01/12/2023 16:05,0,80,160,16,0,0
01/12/2023 16:10,0,81,104,19,0,0
01/12/2023 16:15,152,82,40,19,0,0
01/12/2023 16:20,0,83,72,19,0,0
01/12/2023 16:25,0,83,0,-1,0,0
01/12/2023 16:30,0,83,104,15,1,0
01/12/2023 16:35,197,86,192,51,1,0
01/12/2023 16:40,214,81,168,-1,0,0
01/12/2023 16:45,0,76,168,-1,0,0
01/12/2023 16:50,0,71,136,-2,0,0
01/12/2023 16:55,254,74,72,-1,0,0
01/12/2023 17:00,0,72,0,-1,0,0
01/12/2023 17:05,265,74,134,85,0,0
01/12/2023 17:10,0,76,168,87,0,0
01/12/2023 17:15,0,75,168,-2,1,0
01/12/2023 17:20,514,77,104,2,0,0
01/12/2023 17:25,0,69,136,40,1,0
01/12/2023 17:30,527,71,168,33,0,0
01/12/2023 17:35,533,74,168,-2,1,0
01/12/2023 17:40,0,72,168,-1,0,0
01/12/2023 17:45,0,71,136,69,0,0
01/12/2023 17:50,0,72,168,-2,1,0
01/12/2023 17:55,0,74,104,34,0,0
01/12/2023 18:00,0,71,168,-2,1,0
01/12/2023 18:05,1003,73,102,47,0,0
01/12/2023 18:10,0,71,0,-2,0,0
01/12/2023 18:15,0,71,0,72,0,0
01/12/2023 18:20,1127,73,70,50,0,0
01/12/2023 18:25,0,70,0,16,0,0
01/12/2023 18:30,1136,69,128,-1,0,0
01/12/2023 18:35,0,73,136,6,1,0
01/12/2023 18:40,0,101,8,12,1,0
01/12/2023 18:45,2035,103,168,-2,0,0
01/12/2023 18:50,0,95,136,-2,1,0
01/12/2023 18:55,0,79,200,-2,1,0
01/12/2023 19:00,0,78,168,-1,0,0
01/12/2023 19:05,2173,89,136,38,0,0
01/12/2023 19:10,0,76,0,14,0,0
01/12/2023 19:15,0,87,160,-2,1,0
01/12/2023 19:20,2213,93,192,8,0,0
01/12/2023 19:25,0,93,104,12,0,0
01/12/2023 19:30,1337,85,104,11,0,0
01/12/2023 19:35,1350,87,104,11,0,0
01/12/2023 19:40,0,84,104,13,0,0
01/12/2023 19:45,0,71,72,10,0,0
01/12/2023 19:50,0,63,192,22,0,0
01/12/2023 19:55,0,78,8,-2,1,0
01/12/2023 20:00,0,65,104,24,0,0
01/12/2023 20:05,0,64,168,-1,0,0
01/12/2023 20:10,1591,69,104,1,0,0
01/12/2023 20:15,2504,78,104,13,1,0
01/12/2023 20:20,0,64,160,4,0,0
01/12/2023 20:25,0,70,168,57,0,0
01/12/2023 20:30,0,67,136,3,0,0
01/12/2023 20:35,0,80,72,7,0,0
01/12/2023 20:40,0,94,104,9,0,0
01/12/2023 20:45,1800,88,160,4,0,0
01/12/2023 20:50,0,73,72,0,0,0
01/12/2023 20:55,0,65,104,34,0,0
01/12/2023 21:00,0,63,104,0,0,0
01/12/2023 21:05,0,76,104,2,0,0
01/12/2023 21:10,0,75,0,1,0,0
01/12/2023 21:15,0,80,0,3,0,0
01/12/2023 21:20,0,90,72,7,0,0
01/12/2023 21:25,0,91,8,7,0,0
01/12/2023 21:30,2705,99,104,6,0,0
01/12/2023 21:35,0,90,136,5,0,0
01/12/2023 21:40,0,78,0,3,0,0
01/12/2023 21:45,0,83,72,11,0,0
01/12/2023 21:50,0,85,0,8,0,0
01/12/2023 21:55,0,89,104,10,0,0
01/12/2023 22:00,0,95,104,4,0,0
01/12/2023 22:05,1839,81,200,-2,1,0
01/12/2023 22:10,0,82,168,-2,1,0
01/12/2023 22:15,1878,84,200,6,0,0
01/12/2023 22:20,0,77,104,4,0,0
